id,ticket_id,priority,status,category,subject,description,created_date,resolved_date,assigned_to,created_at
705,TCK-6WAFFTO,Medium,Resolved,Software,Slow system performance,Auto-generated support ticket for dashboard analytics.,2024-07-19,2024-07-22,edward,2024-07-19 16:20:39
706,TCK-UHYLU6K,High,In Progress,Network,System crash on login,Auto-generated support ticket for dashboard analytics.,2024-07-30,,charlie,2024-07-30 13:55:18
707,TCK-7P9MDA9,Low,Resolved,Security,Printer not responding,Auto-generated support ticket for dashboard analytics.,2024-08-07,2024-08-14,bob,2024-08-07 18:36:21
708,TCK-OEKNTBZ,Medium,Resolved,Hardware,Email not syncing,Auto-generated support ticket for dashboard analytics.,2024-08-27,2024-08-28,alice,2024-08-27 23:19:23
709,TCK-3M55IZO,Low,Resolved,Software,System crash on login,Auto-generated support ticket for dashboard analytics.,2024-02-15,2024-02-22,charlie,2024-02-15 08:27:44
710,TCK-LNNTXRG,Medium,In Progress,Security,Email not syncing,Auto-generated support ticket for dashboard analytics.,2024-02-04,,alice,2024-02-04 18:19:44
711,TCK-N74F9YE,Medium,Closed,Security,Printer not responding,Auto-generated support ticket for dashboard analytics.,2024-09-09,2024-09-14,alice,2024-09-09 21:23:20
712,TCK-CAZRP9D,High,Resolved,Hardware,Laptop overheating,Auto-generated support ticket for dashboard analytics.,2024-03-22,2024-04-04,alice,2024-03-22 00:29:02
713,TCK-XOQ2VPG,High,Resolved,Security,Printer not responding,Auto-generated support ticket for dashboard analytics.,2024-09-12,2024-09-25,henry,2024-09-12 08:28:08
714,TCK-STQMGVU,Low,Open,Security,Application timeout error,Auto-generated support ticket for dashboard analytics.,2024-07-15,,charlie,2024-07-15 00:46:20
715,TCK-4ISOTN9,High,Closed,Security,Slow system performance,Auto-generated support ticket for dashboard analytics.,2024-10-29,2024-11-06,alice,2024-10-29 22:26:26
716,TCK-UZERYF0,Low,Open,Software,Slow system performance,Auto-generated support ticket for dashboard analytics.,2024-01-10,,george,2024-01-10 04:31:00
717,TCK-992QC6D,Medium,Open,Hardware,Password reset required,Auto-generated support ticket for dashboard analytics.,2024-11-07,,charlie,2024-11-07 11:14:41
718,TCK-R08CW2L,High,Open,Security,System crash on login,Auto-generated support ticket for dashboard analytics.,2024-10-12,,henry,2024-10-12 08:36:24
719,TCK-BM2QSQ0,Critical,Resolved,Security,Password reset required,Auto-generated support ticket for dashboard analytics.,2024-08-29,2024-09-03,diana,2024-08-29 15:36:04
720,TCK-P82KB70,High,Open,Software,Application timeout error,Auto-generated support ticket for dashboard analytics.,2024-09-07,,diana,2024-09-07 08:52:02
721,TCK-0UCRGB9,Low,Open,Hardware,Printer not responding,Auto-generated support ticket for dashboard analytics.,2024-12-30,,edward,2024-12-30 22:33:53
722,TCK-3WKCS4K,Medium,Open,Network,Slow system performance,Auto-generated support ticket for dashboard analytics.,2024-01-05,,fatima,2024-01-05 02:53:25
723,TCK-EK4AEGV,Medium,Open,Software,VPN access failure,Auto-generated support ticket for dashboard analytics.,2024-04-28,,george,2024-04-28 02:10:54
724,TCK-FQ3JZR2,High,Resolved,Hardware,Printer not responding,Auto-generated support ticket for dashboard analytics.,2024-10-15,2024-10-22,diana,2024-10-15 05:00:29
725,TCK-5MDF7FR,High,Resolved,Security,Printer not responding,Auto-generated support ticket for dashboard analytics.,2024-03-05,2024-03-17,henry,2024-03-05 13:38:09
726,TCK-91IPWH0,Medium,In Progress,Hardware,Application timeout error,Auto-generated support ticket for dashboard analytics.,2024-05-25,,fatima,2024-05-25 18:09:29
727,TCK-MX1EGOK,High,In Progress,Hardware,Laptop overheating,Auto-generated support ticket for dashboard analytics.,2024-08-11,,alice,2024-08-11 10:47:57
728,TCK-01TNZRF,Low,Resolved,Hardware,Email not syncing,Auto-generated support ticket for dashboard analytics.,2024-08-26,2024-09-07,alice,2024-08-26 07:21:18
729,TCK-5A7QY8Y,Medium,Open,Network,Application timeout error,Auto-generated support ticket for dashboard analytics.,2024-06-25,,irene,2024-06-25 05:31:19
730,TCK-B7W8P74,Medium,In Progress,Hardware,Email not syncing,Auto-generated support ticket for dashboard analytics.,2024-09-23,,fatima,2024-09-23 13:40:50
731,TCK-MJDXO10,Medium,Closed,Network,Slow system performance,Auto-generated support ticket for dashboard analytics.,2024-12-06,2024-12-19,henry,2024-12-06 07:26:29
732,TCK-0VHMYGT,Medium,Resolved,Security,Application timeout error,Auto-generated support ticket for dashboard analytics.,2024-10-08,2024-10-17,george,2024-10-08 23:22:33
733,TCK-Y3ADDQH,Low,In Progress,Network,Email not syncing,Auto-generated support ticket for dashboard analytics.,2024-03-03,,fatima,2024-03-03 01:22:48
734,TCK-KGAD7X4,Medium,Resolved,Security,Password reset required,Auto-generated support ticket for dashboard analytics.,2024-08-04,2024-08-15,diana,2024-08-04 08:40:03
735,TCK-8WZE4EX,Critical,In Progress,Security,Application timeout error,Auto-generated support ticket for dashboard analytics.,2024-12-07,,george,2024-12-07 21:46:30
736,TCK-6U86ZJQ,Medium,Resolved,Network,Slow system performance,Auto-generated support ticket for dashboard analytics.,2024-11-10,2024-11-22,irene,2024-11-10 16:09:20
737,TCK-7W7JP61,High,Open,Software,Application timeout error,Auto-generated support ticket for dashboard analytics.,2024-10-09,,george,2024-10-09 11:58:02
738,TCK-LFC1NLC,Critical,Open,Access,Slow system performance,Auto-generated support ticket for dashboard analytics.,2024-06-25,,alice,2024-06-25 04:53:18
739,TCK-8JPR7VG,Low,Open,Hardware,Application timeout error,Auto-generated support ticket for dashboard analytics.,2024-04-07,,irene,2024-04-07 10:07:34
740,TCK-RF1HX6Z,Low,Closed,Access,Email not syncing,Auto-generated support ticket for dashboard analytics.,2024-04-14,2024-04-22,diana,2024-04-14 11:33:40
741,TCK-DCUJQ6F,Low,Resolved,Hardware,Laptop overheating,Auto-generated support ticket for dashboard analytics.,2024-04-08,2024-04-11,charlie,2024-04-08 23:25:58
742,TCK-X7XJZ6U,Medium,Open,Hardware,Software installation request,Auto-generated support ticket for dashboard analytics.,2024-11-06,,diana,2024-11-06 01:26:31
743,TCK-S7RP422,Medium,Open,Security,Email not syncing,Auto-generated support ticket for dashboard analytics.,2024-01-06,,diana,2024-01-06 18:57:51
744,TCK-TA83RU7,High,Resolved,Hardware,System crash on login,Auto-generated support ticket for dashboard analytics.,2024-07-15,2024-07-19,bob,2024-07-15 15:06:20
745,TCK-MYOW8DT,High,Open,Hardware,Network outage on floor 3,Auto-generated support ticket for dashboard analytics.,2024-12-16,,alice,2024-12-16 23:35:40
746,TCK-8CQ1XGB,Low,Open,Network,Laptop overheating,Auto-generated support ticket for dashboard analytics.,2024-05-12,,alice,2024-05-12 10:30:08
747,TCK-NGZ6WMD,Medium,Closed,Access,Password reset required,Auto-generated support ticket for dashboard analytics.,2024-12-23,2024-12-28,henry,2024-12-23 00:51:45
748,TCK-W0FGZVR,Low,In Progress,Network,Printer not responding,Auto-generated support ticket for dashboard analytics.,2024-09-15,,bob,2024-09-15 08:20:16
749,TCK-CTLT4Q9,Medium,Resolved,Hardware,Email not syncing,Auto-generated support ticket for dashboard analytics.,2024-01-23,2024-01-27,edward,2024-01-23 12:03:40
750,TCK-BC2BE3Y,High,Closed,Security,Application timeout error,Auto-generated support ticket for dashboard analytics.,2024-02-22,2024-02-23,diana,2024-02-22 12:28:42
751,TCK-QY5FU7B,Medium,In Progress,Network,Email not syncing,Auto-generated support ticket for dashboard analytics.,2024-06-13,,henry,2024-06-13 08:49:12
752,TCK-FXQ7BZE,Medium,Open,Network,VPN access failure,Auto-generated support ticket for dashboard analytics.,2024-07-20,,bob,2024-07-20 07:29:36
753,TCK-GBL2QGV,High,Open,Software,Laptop overheating,Auto-generated support ticket for dashboard analytics.,2024-03-23,,irene,2024-03-23 19:38:08
754,TCK-3DR2H2P,Low,Resolved,Hardware,Software installation request,Auto-generated support ticket for dashboard analytics.,2024-05-24,2024-06-03,george,2024-05-24 01:58:07
755,TCK-39YL9UE,Medium,Closed,Security,Password reset required,Auto-generated support ticket for dashboard analytics.,2024-03-25,2024-04-06,george,2024-03-25 09:02:30
756,TCK-421VMEF,High,Resolved,Network,VPN access failure,Auto-generated support ticket for dashboard analytics.,2024-03-18,2024-03-27,alice,2024-03-18 08:05:56
757,TCK-OZTP7BD,Medium,Open,Network,Slow system performance,Auto-generated support ticket for dashboard analytics.,2024-12-31,,bob,2024-12-31 22:08:20
758,TCK-4W1ARAG,Low,Resolved,Security,VPN access failure,Auto-generated support ticket for dashboard analytics.,2024-01-01,2024-01-02,diana,2024-01-01 13:53:22
759,TCK-DX5O31Y,High,Closed,Hardware,Email not syncing,Auto-generated support ticket for dashboard analytics.,2024-02-20,2024-03-03,diana,2024-02-20 18:59:10
760,TCK-HXSO7VB,Low,Resolved,Software,Password reset required,Auto-generated support ticket for dashboard analytics.,2024-06-21,2024-06-27,charlie,2024-06-21 11:42:37
761,TCK-GR8W2MA,High,Closed,Network,Email not syncing,Auto-generated support ticket for dashboard analytics.,2024-07-23,2024-07-24,george,2024-07-23 06:40:57
762,TCK-IETDN1T,Low,Resolved,Software,Slow system performance,Auto-generated support ticket for dashboard analytics.,2024-09-16,2024-09-17,henry,2024-09-16 16:06:21
763,TCK-H1XJG2Y,Medium,Resolved,Access,Printer not responding,Auto-generated support ticket for dashboard analytics.,2024-10-14,2024-10-24,bob,2024-10-14 22:55:46
764,TCK-8RGYBXK,High,Resolved,Hardware,Password reset required,Auto-generated support ticket for dashboard analytics.,2024-02-03,2024-02-11,diana,2024-02-03 00:13:12
765,TCK-PM21B07,High,In Progress,Access,Printer not responding,Auto-generated support ticket for dashboard analytics.,2024-12-13,,charlie,2024-12-13 02:21:09
766,TCK-G2RE6ZV,Low,Open,Access,Laptop overheating,Auto-generated support ticket for dashboard analytics.,2024-04-04,,bob,2024-04-04 17:54:00
767,TCK-LHYL2LD,Medium,Resolved,Access,Laptop overheating,Auto-generated support ticket for dashboard analytics.,2024-03-12,2024-03-21,fatima,2024-03-12 02:32:53
768,TCK-05NHQR6,Medium,In Progress,Hardware,Printer not responding,Auto-generated support ticket for dashboard analytics.,2024-02-08,,diana,2024-02-08 07:00:26
769,TCK-F7QNEZW,High,Closed,Hardware,Laptop overheating,Auto-generated support ticket for dashboard analytics.,2024-06-02,2024-06-16,fatima,2024-06-02 01:53:49
770,TCK-9HEYCE4,Low,Closed,Security,Password reset required,Auto-generated support ticket for dashboard analytics.,2024-09-06,2024-09-15,bob,2024-09-06 23:05:47
771,TCK-QGM5V2W,Medium,Resolved,Software,Application timeout error,Auto-generated support ticket for dashboard analytics.,2024-06-10,2024-06-13,diana,2024-06-10 05:09:10
772,TCK-WG84D4R,Low,Open,Software,System crash on login,Auto-generated support ticket for dashboard analytics.,2024-04-27,,fatima,2024-04-27 07:26:07
773,TCK-9V4K00I,High,In Progress,Security,Laptop overheating,Auto-generated support ticket for dashboard analytics.,2024-09-15,,edward,2024-09-15 04:34:17
774,TCK-LU6VFUA,Medium,Open,Security,Laptop overheating,Auto-generated support ticket for dashboard analytics.,2024-11-01,,charlie,2024-11-01 03:20:27
775,TCK-9BQ1BTR,Medium,Resolved,Access,Email not syncing,Auto-generated support ticket for dashboard analytics.,2024-09-24,2024-09-25,henry,2024-09-24 06:19:24
776,TCK-23QIUA0,Medium,Resolved,Security,Printer not responding,Auto-generated support ticket for dashboard analytics.,2024-02-23,2024-03-03,george,2024-02-23 21:34:37
777,TCK-8EKXDRK,Medium,Closed,Network,Network outage on floor 3,Auto-generated support ticket for dashboard analytics.,2024-08-23,2024-08-25,charlie,2024-08-23 19:58:58
778,TCK-Z40AQ15,Critical,In Progress,Software,Software installation request,Auto-generated support ticket for dashboard analytics.,2024-08-09,,fatima,2024-08-09 07:26:27
779,TCK-O2NQW4C,Medium,Closed,Security,VPN access failure,Auto-generated support ticket for dashboard analytics.,2024-09-07,2024-09-21,diana,2024-09-07 08:36:13
780,TCK-6LBPJ8T,Medium,Closed,Network,Laptop overheating,Auto-generated support ticket for dashboard analytics.,2024-11-08,2024-11-11,edward,2024-11-08 18:28:29
781,TCK-22C50B8,Critical,In Progress,Network,VPN access failure,Auto-generated support ticket for dashboard analytics.,2024-04-21,,edward,2024-04-21 02:50:45
782,TCK-Y5DNWNG,Medium,Closed,Network,Password reset required,Auto-generated support ticket for dashboard analytics.,2024-09-11,2024-09-13,george,2024-09-11 15:31:08
783,TCK-UCZH9IE,Medium,In Progress,Network,Network outage on floor 3,Auto-generated support ticket for dashboard analytics.,2024-10-29,,edward,2024-10-29 17:00:20
784,TCK-R7U8H0I,Critical,In Progress,Access,Software installation request,Auto-generated support ticket for dashboard analytics.,2024-07-25,,charlie,2024-07-25 11:20:24
785,TCK-MJYJCMR,Low,Resolved,Network,Printer not responding,Auto-generated support ticket for dashboard analytics.,2024-08-16,2024-08-26,edward,2024-08-16 05:58:36
786,TCK-SEZYTKW,Low,In Progress,Access,System crash on login,Auto-generated support ticket for dashboard analytics.,2024-12-06,,george,2024-12-06 07:11:31
787,TCK-2837C6Q,Medium,Resolved,Access,Software installation request,Auto-generated support ticket for dashboard analytics.,2024-03-06,2024-03-08,edward,2024-03-06 08:55:02
788,TCK-C6K8DJZ,Critical,Resolved,Network,Software installation request,Auto-generated support ticket for dashboard analytics.,2024-03-15,2024-03-26,edward,2024-03-15 15:26:16
789,TCK-R5SWK8T,Low,Resolved,Software,System crash on login,Auto-generated support ticket for dashboard analytics.,2024-04-12,2024-04-26,irene,2024-04-12 06:25:25
790,TCK-EMPXKC5,Medium,In Progress,Network,Application timeout error,Auto-generated support ticket for dashboard analytics.,2024-07-10,,charlie,2024-07-10 22:03:30
791,TCK-I8XOMXL,High,Resolved,Network,Printer not responding,Auto-generated support ticket for dashboard analytics.,2024-09-08,2024-09-12,fatima,2024-09-08 09:03:52
792,TCK-VZ4QKE2,Medium,Resolved,Network,Email not syncing,Auto-generated support ticket for dashboard analytics.,2024-08-13,2024-08-20,alice,2024-08-13 11:02:08
793,TCK-GJR81BM,Medium,Resolved,Software,VPN access failure,Auto-generated support ticket for dashboard analytics.,2024-10-20,2024-10-22,edward,2024-10-20 10:23:21
794,TCK-QF7ZK94,Medium,In Progress,Hardware,Laptop overheating,Auto-generated support ticket for dashboard analytics.,2024-11-01,,henry,2024-11-01 20:59:12
795,TCK-YXFIBLE,Medium,Open,Hardware,Software installation request,Auto-generated support ticket for dashboard analytics.,2024-04-07,,edward,2024-04-07 16:19:15
796,TCK-JGUBLMN,Medium,Resolved,Access,Password reset required,Auto-generated support ticket for dashboard analytics.,2024-12-03,2024-12-13,irene,2024-12-03 23:08:29
797,TCK-TFK7ORF,Low,Open,Access,System crash on login,Auto-generated support ticket for dashboard analytics.,2024-10-12,,fatima,2024-10-12 07:19:58
798,TCK-QLA09LZ,Medium,Resolved,Software,VPN access failure,Auto-generated support ticket for dashboard analytics.,2024-11-30,2024-12-04,henry,2024-11-30 09:53:53
799,TCK-RK79UFU,Medium,Resolved,Security,Network outage on floor 3,Auto-generated support ticket for dashboard analytics.,2024-12-12,2024-12-22,henry,2024-12-12 17:31:08
800,TCK-6PY06FT,Low,Resolved,Hardware,System crash on login,Auto-generated support ticket for dashboard analytics.,2024-11-03,2024-11-13,charlie,2024-11-03 02:54:47
801,TCK-LO4QDBX,Medium,Resolved,Access,Network outage on floor 3,Auto-generated support ticket for dashboard analytics.,2024-09-05,2024-09-06,george,2024-09-05 13:05:31
802,TCK-VH7KATQ,Medium,Closed,Hardware,Printer not responding,Auto-generated support ticket for dashboard analytics.,2024-06-14,2024-06-24,george,2024-06-14 14:29:58
803,TCK-YDSHLV7,Medium,Resolved,Software,Software installation request,Auto-generated support ticket for dashboard analytics.,2024-11-30,2024-12-02,fatima,2024-11-30 13:45:08
804,TCK-6MF4NNK,Medium,Closed,Software,Password reset required,Auto-generated support ticket for dashboard analytics.,2024-01-30,2024-02-06,george,2024-01-30 06:06:29
805,TCK-M95D0P9,Low,Resolved,Security,Laptop overheating,Auto-generated support ticket for dashboard analytics.,2024-09-03,2024-09-14,bob,2024-09-03 17:08:17
806,TCK-2K38P6F,Medium,Open,Security,Network outage on floor 3,Auto-generated support ticket for dashboard analytics.,2024-04-15,,irene,2024-04-15 16:04:12
807,TCK-VDHR59C,Low,Open,Software,VPN access failure,Auto-generated support ticket for dashboard analytics.,2024-02-20,,alice,2024-02-20 15:23:23
808,TCK-81DO6OU,Critical,Resolved,Access,Application timeout error,Auto-generated support ticket for dashboard analytics.,2024-03-21,2024-03-31,alice,2024-03-21 18:23:49
809,TCK-Z1EGNTB,Critical,Open,Hardware,Printer not responding,Auto-generated support ticket for dashboard analytics.,2024-05-12,,charlie,2024-05-12 22:11:14
810,TCK-34KUQAA,Medium,In Progress,Network,Application timeout error,Auto-generated support ticket for dashboard analytics.,2024-10-11,,charlie,2024-10-11 15:46:50
811,TCK-J84RX6P,High,In Progress,Security,Printer not responding,Auto-generated support ticket for dashboard analytics.,2024-05-17,,alice,2024-05-17 05:40:31
812,TCK-RYIEJ9C,High,Resolved,Network,Email not syncing,Auto-generated support ticket for dashboard analytics.,2024-07-02,2024-07-12,george,2024-07-02 17:32:56
813,TCK-0UU5WRY,High,Resolved,Access,VPN access failure,Auto-generated support ticket for dashboard analytics.,2024-11-25,2024-12-04,diana,2024-11-25 00:43:16
814,TCK-ESU4FCL,High,Resolved,Security,Application timeout error,Auto-generated support ticket for dashboard analytics.,2024-09-29,2024-10-05,bob,2024-09-29 13:53:13
815,TCK-5EFJP6M,Critical,Resolved,Network,Password reset required,Auto-generated support ticket for dashboard analytics.,2024-12-05,2024-12-10,edward,2024-12-05 15:33:39
816,TCK-KT7S1GD,Low,Resolved,Access,Software installation request,Auto-generated support ticket for dashboard analytics.,2024-03-09,2024-03-13,fatima,2024-03-09 03:01:49
817,TCK-1T53YKY,High,In Progress,Hardware,System crash on login,Auto-generated support ticket for dashboard analytics.,2024-02-03,,irene,2024-02-03 10:55:51
818,TCK-YDU3ASN,Medium,Closed,Access,Laptop overheating,Auto-generated support ticket for dashboard analytics.,2024-09-18,2024-09-29,diana,2024-09-18 21:40:11
819,TCK-RM6DFHG,Low,Open,Security,Software installation request,Auto-generated support ticket for dashboard analytics.,2024-02-22,,bob,2024-02-22 19:33:31
820,TCK-6W3STT1,Low,Closed,Software,Software installation request,Auto-generated support ticket for dashboard analytics.,2024-07-23,2024-08-04,edward,2024-07-23 05:33:47
821,TCK-EQC37RL,Critical,Resolved,Hardware,Printer not responding,Auto-generated support ticket for dashboard analytics.,2024-05-05,2024-05-11,charlie,2024-05-05 20:07:43
822,TCK-N36V1MZ,Low,In Progress,Network,Password reset required,Auto-generated support ticket for dashboard analytics.,2024-08-22,,bob,2024-08-22 06:23:49
823,TCK-B3I4FIE,Medium,Open,Security,Printer not responding,Auto-generated support ticket for dashboard analytics.,2024-02-12,,alice,2024-02-12 09:22:03
824,TCK-ECY2C11,Medium,In Progress,Software,Slow system performance,Auto-generated support ticket for dashboard analytics.,2024-08-27,,bob,2024-08-27 13:51:06
825,TCK-BD2SCEJ,Medium,Open,Access,Network outage on floor 3,Auto-generated support ticket for dashboard analytics.,2024-04-20,,fatima,2024-04-20 16:52:51
826,TCK-CY127H6,Low,Open,Software,Laptop overheating,Auto-generated support ticket for dashboard analytics.,2024-09-05,,henry,2024-09-05 11:08:08
827,TCK-GMD478M,High,Resolved,Security,Network outage on floor 3,Auto-generated support ticket for dashboard analytics.,2024-05-30,2024-06-03,charlie,2024-05-30 16:30:54
828,TCK-FS0IUDU,Medium,Resolved,Security,System crash on login,Auto-generated support ticket for dashboard analytics.,2024-07-01,2024-07-06,irene,2024-07-01 10:18:42
829,TCK-AHGK6T9,Medium,Resolved,Software,Slow system performance,Auto-generated support ticket for dashboard analytics.,2024-12-01,2024-12-08,irene,2024-12-01 13:39:31
830,TCK-DHSZNVP,Low,Closed,Access,VPN access failure,Auto-generated support ticket for dashboard analytics.,2024-04-04,2024-04-07,bob,2024-04-04 20:28:01
831,TCK-8GMNHIE,Low,Resolved,Software,System crash on login,Auto-generated support ticket for dashboard analytics.,2024-01-08,2024-01-19,henry,2024-01-08 22:03:52
832,TCK-9EDE1ZU,High,Resolved,Security,System crash on login,Auto-generated support ticket for dashboard analytics.,2024-12-25,2024-12-31,edward,2024-12-25 17:30:25
833,TCK-BLEKVL9,Low,Open,Security,Email not syncing,Auto-generated support ticket for dashboard analytics.,2024-07-02,,diana,2024-07-02 02:37:09
834,TCK-PTK4GC4,Critical,Resolved,Network,Laptop overheating,Auto-generated support ticket for dashboard analytics.,2024-10-07,2024-10-12,edward,2024-10-07 12:07:57
835,TCK-RYG9RDP,Critical,In Progress,Network,Printer not responding,Auto-generated support ticket for dashboard analytics.,2024-07-13,,diana,2024-07-13 04:58:31
836,TCK-XDFOVD7,Critical,Closed,Hardware,Password reset required,Auto-generated support ticket for dashboard analytics.,2024-12-17,2024-12-25,henry,2024-12-17 17:05:06
837,TCK-9C9MV9E,High,Resolved,Security,Network outage on floor 3,Auto-generated support ticket for dashboard analytics.,2024-07-13,2024-07-19,diana,2024-07-13 07:07:32
838,TCK-40KZUJ2,Medium,Resolved,Network,System crash on login,Auto-generated support ticket for dashboard analytics.,2024-06-03,2024-06-16,fatima,2024-06-03 05:38:00
839,TCK-XORVORK,Critical,Open,Software,Network outage on floor 3,Auto-generated support ticket for dashboard analytics.,2024-04-02,,bob,2024-04-02 06:54:14
840,TCK-1DJRWED,Critical,Closed,Access,Network outage on floor 3,Auto-generated support ticket for dashboard analytics.,2024-06-08,2024-06-10,edward,2024-06-08 00:09:07
841,TCK-BCY8NYF,Low,Resolved,Software,VPN access failure,Auto-generated support ticket for dashboard analytics.,2024-03-01,2024-03-02,fatima,2024-03-01 00:28:02
842,TCK-WDC112H,Low,Open,Access,Laptop overheating,Auto-generated support ticket for dashboard analytics.,2024-05-01,,edward,2024-05-01 18:13:47
843,TCK-XRJM4T8,Low,In Progress,Network,Laptop overheating,Auto-generated support ticket for dashboard analytics.,2024-02-20,,bob,2024-02-20 13:37:34
844,TCK-BP6NLNQ,Low,Resolved,Hardware,Application timeout error,Auto-generated support ticket for dashboard analytics.,2024-10-03,2024-10-11,george,2024-10-03 17:53:35
845,TCK-BU4KZRE,Medium,Open,Software,Software installation request,Auto-generated support ticket for dashboard analytics.,2024-01-05,,diana,2024-01-05 14:43:45
846,TCK-ZRDYXYU,High,Closed,Software,Laptop overheating,Auto-generated support ticket for dashboard analytics.,2024-04-01,2024-04-11,henry,2024-04-01 15:08:22
847,TCK-R4SOR8W,Medium,In Progress,Software,Network outage on floor 3,Auto-generated support ticket for dashboard analytics.,2024-06-18,,george,2024-06-18 14:22:07
848,TCK-M9LBB4M,Medium,Open,Access,Printer not responding,Auto-generated support ticket for dashboard analytics.,2024-11-12,,george,2024-11-12 13:35:08
849,TCK-0A6MDMM,High,Resolved,Network,Network outage on floor 3,Auto-generated support ticket for dashboard analytics.,2024-01-22,2024-02-01,irene,2024-01-22 13:58:56
850,TCK-MXIXV6C,Medium,In Progress,Software,Printer not responding,Auto-generated support ticket for dashboard analytics.,2024-11-21,,alice,2024-11-21 17:49:26
851,TCK-KMALQ5U,Critical,Resolved,Software,Application timeout error,Auto-generated support ticket for dashboard analytics.,2024-01-01,2024-01-03,fatima,2024-01-01 11:12:25
852,TCK-6JZV9NO,High,Open,Hardware,Printer not responding,Auto-generated support ticket for dashboard analytics.,2024-05-12,,fatima,2024-05-12 23:20:23
853,TCK-U3DYMS1,Medium,Open,Hardware,Laptop overheating,Auto-generated support ticket for dashboard analytics.,2024-08-20,,fatima,2024-08-20 21:25:10
854,TCK-MWNPR42,Medium,Resolved,Network,VPN access failure,Auto-generated support ticket for dashboard analytics.,2024-01-12,2024-01-14,fatima,2024-01-12 02:35:36
855,TCK-4TKB9OI,Medium,Resolved,Network,Printer not responding,Auto-generated support ticket for dashboard analytics.,2024-12-11,2024-12-20,george,2024-12-11 14:53:00
856,TCK-0D4DMC2,Medium,Resolved,Security,Network outage on floor 3,Auto-generated support ticket for dashboard analytics.,2024-02-15,2024-02-19,fatima,2024-02-15 01:24:49
857,TCK-RH2XK2P,Critical,Resolved,Hardware,Password reset required,Auto-generated support ticket for dashboard analytics.,2024-02-03,2024-02-12,alice,2024-02-03 04:31:55
858,TCK-THOWQ1G,High,Resolved,Security,Laptop overheating,Auto-generated support ticket for dashboard analytics.,2024-03-18,2024-03-23,charlie,2024-03-18 14:00:39
859,TCK-AZ5UH80,Low,Open,Access,Password reset required,Auto-generated support ticket for dashboard analytics.,2024-08-05,,bob,2024-08-05 20:35:35
860,TCK-Q7TW1PU,Medium,In Progress,Security,Slow system performance,Auto-generated support ticket for dashboard analytics.,2024-10-27,,fatima,2024-10-27 05:54:41
861,TCK-WSNFFYK,High,Closed,Software,Slow system performance,Auto-generated support ticket for dashboard analytics.,2024-03-13,2024-03-16,henry,2024-03-13 07:04:17
862,TCK-PL3CHO3,Low,Resolved,Security,Network outage on floor 3,Auto-generated support ticket for dashboard analytics.,2024-10-08,2024-10-14,charlie,2024-10-08 15:53:06
863,TCK-XJVOEGI,High,Resolved,Network,Slow system performance,Auto-generated support ticket for dashboard analytics.,2024-09-05,2024-09-07,henry,2024-09-05 09:17:37
864,TCK-3QUPXBF,Medium,In Progress,Access,Software installation request,Auto-generated support ticket for dashboard analytics.,2024-02-16,,henry,2024-02-16 12:41:28
865,TCK-EJ2XG48,High,In Progress,Software,Application timeout error,Auto-generated support ticket for dashboard analytics.,2024-04-30,,edward,2024-04-30 18:33:15
866,TCK-RA4DV56,Medium,Resolved,Security,Laptop overheating,Auto-generated support ticket for dashboard analytics.,2024-08-01,2024-08-05,henry,2024-08-01 17:47:24
867,TCK-ONXD70F,Medium,Closed,Access,Password reset required,Auto-generated support ticket for dashboard analytics.,2024-08-26,2024-09-01,fatima,2024-08-26 23:07:08
868,TCK-E07S387,High,Resolved,Access,Network outage on floor 3,Auto-generated support ticket for dashboard analytics.,2024-02-25,2024-03-01,edward,2024-02-25 13:24:18
869,TCK-J5IE3LV,Low,Resolved,Software,Software installation request,Auto-generated support ticket for dashboard analytics.,2024-12-15,2024-12-18,irene,2024-12-15 02:06:03
870,TCK-O0IPFG8,Medium,Resolved,Security,Network outage on floor 3,Auto-generated support ticket for dashboard analytics.,2024-04-16,2024-04-24,george,2024-04-16 23:41:55
871,TCK-PJVRN8L,High,Open,Access,Software installation request,Auto-generated support ticket for dashboard analytics.,2024-11-14,,henry,2024-11-14 14:01:46
872,TCK-PY857NZ,High,In Progress,Access,Slow system performance,Auto-generated support ticket for dashboard analytics.,2024-02-17,,alice,2024-02-17 15:26:19
873,TCK-3A8V4X7,High,Open,Hardware,Slow system performance,Auto-generated support ticket for dashboard analytics.,2024-03-01,,bob,2024-03-01 08:59:07
874,TCK-Y2ITL8N,Critical,Open,Access,Printer not responding,Auto-generated support ticket for dashboard analytics.,2024-12-02,,henry,2024-12-02 08:49:25
875,TCK-3E54N6O,Medium,Closed,Hardware,Email not syncing,Auto-generated support ticket for dashboard analytics.,2024-01-26,2024-02-09,irene,2024-01-26 17:23:36
876,TCK-9JD3IH6,Low,In Progress,Security,Network outage on floor 3,Auto-generated support ticket for dashboard analytics.,2024-10-18,,diana,2024-10-18 01:15:22
877,TCK-6W51OB5,Medium,Resolved,Security,Printer not responding,Auto-generated support ticket for dashboard analytics.,2024-09-13,2024-09-22,irene,2024-09-13 13:09:31
878,TCK-37QO4Z5,High,Open,Security,Laptop overheating,Auto-generated support ticket for dashboard analytics.,2024-01-08,,diana,2024-01-08 22:58:20
879,TCK-33ZSMV3,Critical,In Progress,Network,Printer not responding,Auto-generated support ticket for dashboard analytics.,2024-04-22,,irene,2024-04-22 01:01:43
